radiotype,radio,area,cellid,enbrnc,lcid,xarfcn,unit,band,fc,sigl,asu,signal,lat,lon,acc,speed,bearing,alt,rsrq,rssnr,ss,ta,timerange,Temperature,Dew Point,Humidity,Wind,WindSpeed,WindGust,Pressure,Precip,Condition
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615552,-94.5871853,13.9,0.6,253.6,251.7,-12,27.8,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615128,-94.5872777,12.9,0.8,225.5,251.7,-13,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615218,-94.5872517,10.7,0.3,56.4,251.7,-8,16.4,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615272,-94.5872418,10.7,0.2,56.1,251.7,-10,29,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615285,-94.5872372,10.7,0,67,251.7,-11,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615286,-94.587237,10.7,0,69.1,251.7,-11,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615291,-94.5872341,11.8,0,71.9,257.8,-10,20.8,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615289,-94.5872335,11.3,0,121.8,257.8,-12,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615288,-94.5872325,10.7,0,97.4,257.8,-13,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615289,-94.5872306,12.9,0,88.1,251.7,-13,26.4,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061529,-94.5872299,10.7,0,79.6,251.7,-9,28.6,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061529,-94.58723,11.8,0,63.8,251.7,-9,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615279,-94.5872289,13.6,0,131.3,251.7,-9,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615274,-94.5872269,12.9,0,110.4,251.7,-10,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615266,-94.587225,11.8,0,117.1,251.7,-10,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.061526,-94.5872241,12.9,0,109.5,251.7,-13,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615271,-94.5872247,11.8,0,338.6,255.5,-8,27.6,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615273,-94.587224,12.9,0,61.2,255.5,-8,19.4,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.061527,-94.587223,12.9,0,106.7,255.5,-10,22.8,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615276,-94.5872231,26.8,0,355.9,255.5,-12,27,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615282,-94.587223,54.2,0,31.7,255.5,-12,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615278,-94.5872213,18.2,0,99,255.5,-7,28.4,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615276,-94.5872204,17.2,0,106,255.5,-7,29.2,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615277,-94.5872204,13.9,0,90.6,255.5,-12,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615275,-94.5872208,12.9,0,215.8,255.5,-9,26.8,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,56,-84,39.0615266,-94.5872199,12.9,0,145.9,251.7,-8,21.4,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615268,-94.5872192,13.9,0,81.9,251.7,-8,21.8,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615265,-94.5872176,17.2,0,104,251.7,-14,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615264,-94.5872171,17.2,0,103.6,251.7,-14,23.8,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615259,-94.5872164,15,0,132.1,251.7,-11,21,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615253,-94.5872168,11.8,0,203.7,251.7,-8,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.061526,-94.5872174,11.4,0,69.1,255.5,-11,19.8,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615258,-94.5872166,11.8,0,100.3,255.5,-11,29.8,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615253,-94.5872165,10.4,0,154.7,255.5,-9,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615252,-94.5872159,10.7,0,106.9,255.5,-12,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615249,-94.5872157,9.6,0,140,255.5,-12,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615246,-94.5872154,16.1,0,143.4,255.5,-7,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,61,-79,39.0615246,-94.5872154,18.5,0,138.2,255.5,-12,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615243,-94.5872167,10.4,0,261.7,258.1,-9,24,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615241,-94.5872165,10.7,0,178.4,258.1,-7,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615241,-94.587216,11.2,0,89.6,258.2,-7,29.2,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615235,-94.5872163,9.6,0,189.1,258.2,-7,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615235,-94.5872163,10.7,0,184.6,258.2,-9,21.6,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615234,-94.5872165,16.7,0,236.7,258.2,-12,22.8,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615233,-94.5872164,10.7,0,108.5,258.3,-12,29.6,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615233,-94.5872167,10.7,0,270.2,258.3,-12,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0615233,-94.5872165,11.7,0,88.9,258.4,-12,29.6,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615232,-94.5872166,12.9,0,200.6,258.4,-12,21.4,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615233,-94.5872161,12.8,0,60.4,258.4,-12,17.2,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615235,-94.5872157,14.3,0,55.3,258.4,-8,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615233,-94.587216,12,0,196.7,258.4,-10,17.8,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615233,-94.5872158,12,0,91.8,258.4,-10,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615235,-94.5872157,12,0,33.1,258.5,-15,29,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615235,-94.5872156,12.3,0,61.7,258.5,-15,19.6,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615236,-94.5872155,12.5,0,43.4,258.5,-15,27.4,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615235,-94.5872153,12.5,0,114.5,258.5,-11,25.4,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615234,-94.5872155,11.5,0,223.7,258.5,-11,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615234,-94.5872153,9.6,0,90.6,258.6,-11,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615233,-94.5872155,10.7,0,232.7,258.6,-11,29.2,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,60,-80,39.0614893,-94.5872296,12.8,1.4,192.2,259,-13,29.2,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0614113,-94.5872677,11.8,0.8,189,261.2,-12,22.4,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.061385,-94.5872816,13.9,0.2,192.3,261.1,-12,27.6,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0613954,-94.587303,18.4,0.4,198.4,261.3,-8,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0613619,-94.5873595,13.9,0.3,171.5,268.7,-7,20.8,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0613692,-94.5873664,22.5,0.8,315.5,273.6,-7,25,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614069,-94.5874057,23.9,0.7,96.3,271.3,-9,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614279,-94.5872987,19.8,0.8,71.9,269,-9,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614942,-94.5872701,18,1.1,47.8,267.8,-9,29,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0615346,-94.5872282,17.1,1,107,255.5,-9,25,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0615069,-94.5872066,19.4,0.8,162.7,255.5,-9,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614312,-94.5872522,17.6,0.7,173.2,255.5,-9,26.6,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614216,-94.5872419,18.6,1.2,149.6,255.5,-8,26.6,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614428,-94.5871819,20.8,1.3,79.6,255.5,-11,17,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614671,-94.5871324,20.7,1.2,135.1,255.5,-11,30,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614703,-94.5871206,26.8,0.6,122,255.5,-10,22,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614722,-94.5872133,18.3,2.2,198.8,255.5,-10,29.4,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0613971,-94.5872711,20.4,2.2,197.9,255.5,-7,28.2,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,58,-82,39.0614621,-94.5873052,13.9,0.2,200.4,255.5,-7,28.2,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,57,-83,39.0614992,-94.5873052,21.4,0.5,166.7,251.7,-7,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,54,-86,39.0615363,-94.5872454,16.6,0.9,158.9,251.7,-10,17.6,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,54,-86,39.0615102,-94.5872438,11.8,0.6,181.4,251.7,-10,23.6,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,54,-86,39.0614769,-94.587288,16.3,1,207.9,251.7,-7,15.2,27,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,55,-85,39.0614515,-94.5873645,17.9,1.6,297,251.7,-12,17,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,55,-85,39.0614924,-94.5874539,11.8,1,255.4,251.7,-12,25.2,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,53,-87,39.0614909,-94.5874759,11.8,0.4,164.5,251.7,-8,25.2,27,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,53,-87,39.0615348,-94.5874363,17.6,1,348.7,251.7,-8,30,27,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,55,-85,39.0615682,-94.5873933,17.9,0.5,115.1,251.7,-13,29.8,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0615375,-94.5873351,17,0.7,173.4,251.7,-8,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,8792588,34346,12,876,400,2,1957.6,4,59,-81,39.0614771,-94.5873118,17,1.6,186.5,255.5,-8,28,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,53,-87,39.0615224,-94.5871672,16.4,0,267.1,0,-9,30,27,2,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,53,-87,39.0615178,-94.5871819,16.5,0.2,249,0,-9,29.8,27,2,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,54,-86,39.0615167,-94.5871941,16.5,0.1,260.3,0,-12,29.8,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,54,-86,39.0615268,-94.587219,16.4,0.4,295.3,258.5,-12,29.8,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,56,-84,39.0615341,-94.5872114,15.1,0,195.1,257.1,-12,29.6,31,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,57,-83,39.06154,-94.5872773,12.8,0.5,269,257.1,-9,21.8,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,57,-83,39.0615141,-94.5872124,15.1,0.5,119.7,256.3,-9,30,29,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,56,-84,39.0615269,-94.587221,15.3,0.1,16.4,256.3,-11,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,56,-84,39.0615354,-94.5872829,18.2,0.8,281.7,256.3,-11,30,30,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,55,-85,39.0615145,-94.5871825,17,0.7,104,255.9,-7,30,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,55,-85,39.0615158,-94.5871816,16.7,0.1,93.9,255.7,-7,21.2,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,54,-86,39.0615291,-94.5872779,15,1.2,278.4,255.8,-8,30,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
LTE,LTE,42243,5122562,20010,2,66611,445,66,2127.5,4,56,-84,39.0615195,-94.5872078,15.6,0.5,100.9,255.7,-8,30,28,-1,4 oct 2019 23 to 00 hrs,57 F,50 F,77 %,SE,16 mph,0 mph,28.98 in,0.0 in,Fair
